장소,별점,리뷰
배수지횟집,3,"허름산  동네 횟집
싸고 인심은 좋음"
배수지횟집,5,가장 싱싱한 회를 싼가격에 잘 먹었어용
배수지횟집,4,값이 싸고 맛있어요
섬풍경,4,섬풍경이란 상호와 어울리게 차귀도와 넓은 들판을 품은 펜션의 전망이 최고의 풍경이다. 객실이 노후되있으나 꺌끔하게 정리정돈되어있고 청결을 유지하고 침구도 비가 엄청오는 시기임에도 눅눅하지않아 잠자리도 편했다. 시설에 민감하고 스테이 위주로 있을거면 살작 아쉬울수있지만 관광을 겸한다면 충분하다
섬풍경,5,"올레길 11&12코스 걷는 1인 올레꾼들 눈여겨볼만함. 11&12&13코스에서 적당한 숙소 찾기힘든데 여기 괜찮음.
파도소리를 들으며 잠들 수 있습니다.
1박 40,000원"
섬풍경,5,"편안하고 조용히 쉴 수 있어서 좋았어요.
특히나 요즘은 게스트 하우스가 유행인데, 그에 반해 고전 방식의 팬션이면서도 가격도 착한 편이니.. 조용히 하루 쉬고 싶다면 최적의 곳입니다."
섬풍경,3,차귀도 포구 근처라 뷰는 좋은데 오래된건물이라 저렴하고 깨끗한데 옛날 모텔수준이라 생각하심됩니다
섬풍경,4,"올레길걷가다 태풍맞아서 들어감!
컵라면 사갔는데 김치랑 오뎅이랑 밥도 줌!!
세탁기 이용가능!!"
대감반정,4,"돌솥밥.냉면.밀면.갈바탕.정식백반
점심식사로 맛도 좋고 가성비까지 좋아요~"
대감반정,3,가격대비 맛은 보토미네요
대감반정,5,맛있어요
신촌24시갈비탕,5,"녹습니다. 소고기인데.. 입에 들어가자마자 녹습니다.
다만 가격이 좀 쎈편이라... 가성비를 따질 집은 아니고.. 육질, 육감..을 조용히 음미하고프면 추천드립니다!!"
신촌24시갈비탕,4,"고기는 1년에 한번 손 대기도 비싼 가격이지만, 양곰탕과 냉면은 제법 가성비가 있습니다. 한 번쯤 방문하실 생각이 드신다면 먼저 위 메뉴를 시도해보시길. 직원 분들도 매우 친절하고, 밑반찬도 맛있습니다."
신촌24시갈비탕,5,"양곰탕 제일 깔끔하게 하는 집이다. 짤 것처럼 보이면서 아주 짜지 않고, 많이 기름질 것 같으면서도 마지막 유자차에 다 씻겨 내려간다. 대접할때, 몸보신이 필요할 때. 정말 괜찮은 집이다."
신촌24시갈비탕,4,"고기, 밑반찬, 후식 및 서비스 모두 좋음..그러나 가격이 비쌈. 주차서비스도 좋으며 일하시는분들 서비스교육도 잘되어있음. 조금만 싸지면 좋겠음"
신촌24시갈비탕,1,"가격이 너무 비쌈.
나같은 서민은 가기 힘든 가격
사람이 아무도없길래 봤더니 한우갈비였음 ㅠㅠ
나갈수없어 그냥 시켜먹으니 1인 10만원 이상"
청동숯불갈비,5,"돼지생갈비가 정말 맛있어요!
밑반찬도 맛있고, 직원들이 많아서 주문한 것도 금방금방 나옵니다!
자주 방문할 것 같아요"
청동숯불갈비,4,"영도에서 나름 유명한 맛집이라고 합니다.
저녁 시간대에 방문해서 음식은 양념, 생갈비 둘 다 먹어보았습니다. 특이하게 양념은 피아노 줄? 같은 얇은 불판을 사용하고 생갈비는 일반적인 불판을 사용하더군요. 그리고 불판 가운데 종지에는 소주가 있어서 거기에다 마늘을 넣어서 조리하라고 하시더군요. 개인적으로 마늘은 고깃기름에다 구워 먹어야 한다고 생각해서 별로 마음에 들지는 않았습니다.
생갈비는 무난하게 맛있었던 것 같습니다. 하지만 저는 양념이 그다지 제 입맛에는 맞질 않더군요. 양념은 고기가 좀 육즙이 없고 건조한 느낌이었습니다.
후식으로 주문한 시락 국과 된장찌개는 그냥 무난 무난하게 괜찮았던 것 같습니다."
청동숯불갈비,5,"오랜만에 다녀온곳!
역시입니다 👍 👍 👍 👍 👍
찐 갈비살로 맛있게 먹고 왔어요.
숯이 쥑입니다.
애들 놀이방도 최고!
시락국 최고!! 공기밥 양은 아쉬움ㅠ
여전히 친절한 사장님!
즐거운 주말의 외식타임이었어요.
잡고기 안섞인 찐 갈비 드시고 싶으신분 ㄱㄱㄱ"
청동숯불갈비,5,숯불 생갈비의 진수를 맛보실수 있습니다. 주차도 편하고 음식도 깔끔하고 좋습니다.
청동숯불갈비,1,마감직전에 식구네명이 갔었는데..재료소진이라 붙여놓고 손님을 받더니 음식도 서비스도 분위기도. 완전 엉망이었음..차라리 손님을 받지를 말던지..돈만 십만원넘게 쓰고 기분잡치고왔슴..
스위스제과,5,"부산 남천동에 오래된 맛있는 동네 빵집.
간단하게 브런치 즐기기도 편안하고 좋습니다."
스위스제과,4,"모카빵이 1500원이라 놀랐고, 맛은 달긴 해도 괜찮았다. 하지만 바게트는 많이 별로다. 겉이 얇은 스타일. 가격은 3500원. 바게트 구입은 동네의 다른 빵집에서 하는 것을 추천."
스위스제과,3,맛도 가격도 애매한 제과점. 그래도 오랫동안 자리를 지키는 끈기있는 가게네요.
스위스제과,5,"무척 오래된 빵집입니다   빵천동 터주대감이라고 할 수 있습니다   요즘 생긴 빵집들처럼 화려하지 않지민 적당히 달고 맛도 있고 친절도 하시고 ...
소중한 동내 빵집 중 하나입니다"
스위스제과,5,정말 맛있어요. 프랜차이즈 빵보다 훨씬요. 저는 식빵이 맛있는 집이 진정한 빵집이라고 보거든요. 식빵은 잡스러운 토핑 없이 원재료의 질과 기술로 승부하는 빵이잖아요. 여기 식빵 정말 맛있어요. 물론 다른빵도요. 아이가 참 좋아해서 단골입니다..^^
청해해물찜,2,그냥 해물탕인데 해물탕에 별다른 해물없이 아구로 양만 채움..그럴거면 아구탕먹지...
청해해물찜,5,"숭어,방어 포장해서 먹었네요
제철인 숭어는 맛이 짱!!  방어는 맛이 덜한 부위를 많이 주셔서 soso"
청해해물찜,2,해물탕국물이시원하고 얼큰하고 좋았는데 조미료를 만이써서그런지 먹고나서 가슴이답답하고 몸이 안좋더라고요~~  다시는 안가요~~
청해해물찜,5,나름.독특하게.노하우로.장사을하며.특히.10만원이상.현찰고객에게.재주항공권제공하는것이.필요한분들께는.넘.관찮아요.ㅎ
청해해물찜,3,그저 평범합니다..맛있다고도 맛없다고도..평가하기 어려운 집..
스타벅스 영도청학dt점,4,"영도 앞바다 전망을 그럭저럭 볼 수 있음
3층까지 이용객이 많음
엘리베이터 완비
친절함"
스타벅스 영도청학dt점,3,"영도에 있는 스타벅스입니다. 매장에 주차하기는 편한편입니다. 3층 건물의 드라이빙스루 매장이네요.
3층이 뷰가 좋지만 의자가 불편하고 2층은 공당 건물이 눈에 들어와 멋진 뷰라고 하기가 그렇네요.
그래도 커피 한잔 하기에는 좋은곳입니다."
스타벅스 영도청학dt점,3,"스타벅스 영도청학DT점은 영도에 두번째로 생긴 스타벅스입니다. 이곳에는 부산항대교가 보이기는 하지만 푸른 바다 전망보다 지저분한 공장지붕, 단독주택 옥상, 주차장 등이 더 많이보여서 전망이 좋다고는 할 수는 없네요. 하지만, 여기 전망은 낮 보다는 밤이 더 좋아, 멋진 야경을 볼 수 있답니다.

이곳 주차는 30분까지 무료이고, 1만원 이상 주문시 1시간30분까지 무료이지만, 1시간30분이 넘으면 유료로 30분에 1,000원 추가됩니다."
스타벅스 영도청학dt점,1,"3층 건물이고 바다뷰가  있어 전망은 좋은데 구시가지및 공장지대가 같이 있어 탁 트인 전망은 기대하지 않는게 좋을듯. 오륙도와 부산항대교를 볼 수 있어요.
드라이브스루 이용가능하고 주차 가능.주말엔 혼잡해요."
스타벅스 영도청학dt점,4,주차시설 넓고~~야경이 좋아요.부산항대교 다리 불빛과 신선대부두 가 한눈에 보여서~~  편하게 들릴수 있는곳.드라이브스도 있어서 괜찮네요.1.2.3층 으로 3층은 오후 9시까지 이용 가능하고 1.2층은 10시까지 영업하네요!커피는 스타벅스만의 특유의향과 쓴맛이 느껴지는 커피.
초량할매족발,5,너무 맛있어요 진짜 진정한 동구 최고 맛집 같아요
초량할매족발,5,정말 맛있습니다!!!!
초량할매족발,5,짱맛
초량할매족발,4,족발 괜찮음
덕산집,5,"이곳을 담당하시는~
김 두환샘의 친절함과 상냥함~
그리고 공간활용도~
깔끔하게 정리된물건들~
나에겐 너무 좋았습니다~.^^
두환샘 함께있는샘이
직접 고장난 물건들을 손수고쳐사용~.^^"
덕산집,5,"문화집 직원 김두한씨는
성직자 자세로
모든사람들에게 접근해준다
너무나 상식이 많아서
모든것을  해결해준다"
덕산집,5,이곳은 덕산에서 뛰어난 곳으로 남명조식 선생의 기념관으로 처재부부와 조카와 아내가 다녁왔는데 해설사분의 친절한 안내도 명품이었 습니다.
덕산집,1,쾌적한 환경속에서  열심히  자기나름대로 서예를하고 있답니다
덕산집,4,요즘 화장실 공사로 조금 어수선함~^^
청풍양꼬치,5,"6시부터는 웨이팅 해야됨
양꼬치 별로 안좋아하는데
여지껏 먹어본곳중 가장 맛있었음
향신료가 자극적이지 않고
부드러움 한국인 입맛에 최적화?
계란볶음밥에 양꼬치 얹어먹는거 추천
그외에
왠만한 중식 요리들 다있음
가지튀김 완전추천
짜장 짬뽕 부터 꿔바로우까지
다있음
가격대 저렴하여 부담없이 즐길수있음"
청풍양꼬치,4,양꼬치는 정말 오랜만에 먹었는데 만족스럽 꿔바로우 꼭 시켜먹는거 추천 맛도리 양꼬치보단 닭꼬치가 더 좋긴했지만 양꼬치도 부드럽고 맛있었어요! 3시 오픈인거 꼭 기억하기.. 평일 오픈시간대에는 정말 사람없고 편해요
청풍양꼬치,4,"평일 오후 3시 반쯤 방문했는데 손님이 별로 없어 한산하게 먹고 나올 수 있었습니다.
브레이크타임도 따로 없네요.

양꼬치는 10개 1인분이고2인분부터 주문 가능하빈다. 고기 냄새 안나고 실하고 맛있네요. 쯔란도 맛있구요~ 꿔바로우는 쫀쫀한 스타일이라기보다는 바삭한 스타일이고 초의 향이 새콤하게 납니다. 호불호가 있을 수 있는 스타일인데 개인적으로는 괜찮았습니다. 따듯할때 먹는게 좋습니다. 경장육사는 원래 쌈으로 싸져 나온다고 하는데 원하면 싸지 않고 그냥 내어 준다고 해서 그냥 달라고 주문했어요. 고수도 추가했구요. 건두부피가 어떤 집은 양도 적고 추가하는데 돈을 받기도 하는데 애초에 넉넉하게 내어줘서 좋네요. 필요하면 더 준다고 합니다.

4인가족이가서 양꼬치 2인분, 경장육사, 꿔바로우 시키고 연태고량 중간사이즈에 하얼빈 2병 먹고 10만원 조금 안되게 나왔습니다. 배부르고 맛있게 잘 먹고 갑니다. 양꼬치 생각날때 한번씩 들르게 될것 같네요. 가성비가 미치게 좋다- 이런건 아니지만(더 싼 집도 많으니) 첫 방문인데 음식들이 다 맛있고 무엇보다 과하게 짜거나 너무 향이 강하지 않아 좋습니다. 택시를 타고 가서 근처 주차는 어떻게 하는지 모르겠네요."
청풍양꼬치,5,"일찍 안가면 웨이팅 장난 없심다..
건두부볶음에 신라면 스프 드간건 좀 신박함 ㅋㅋ"
청풍양꼬치,4,"그냥 소소한 맛 양꼬치등등 안주가 너무 많음
낮술 하기 좋음"
레노비,5,"이틀 연이어 방문입니다. 부산에 3일간의 교육으로 왔습니다. 이틀째에 지나가는 길에 골목안쪽에 있는 조그마하지만 아담하고 예뻐보이는 건물을 보고 방문했는데 브런치까페더군요.
첫날은 커피만 마셨었는데, 커피는 *페루&과테말라*산 안티구아라는 원두를 사용한다고 나와 있습니다.
첫날 커피를 마시면서 해당커피 특유의 과일향과 맛이 입안을 감싸주는 것을 느끼며,
'이집 커피 맛집이라는 생각을 하게 되었고, 내일 또 와보자~'
라는 생각을 하면서 오늘 재방문을 하게 되었네요.

오늘도 커피는 날 실망시키지 않습니다.
햄,치즈,애그 샌드위치는 신선한 야채, 알맛게 토스팅된 곡물 빵이 잘 어우러져 있으며 특히 사이에 있는 꿀맛의 잼이 풍미를 더해줍니다.

이집 저만의 공간으로 남기고 싶네요!
부산 올때마다 들르고 싶습니다!

어제가 빼빼로데이였다며 서비스로 귤과 빼빼로를 주셨네요!
잘 먹겠습니다~ ^^"
레노비,5,"주택가의 골목길에서 만나는 이쁜 카페. 오드리햅번과 마릴린 몬로를 만나고 야외 좌석, 그네 소파와 루프탑으로 상쾌함을 느낄 수 있어요.세련된 화장실에선 산뜻하게 변신할 수 있어요.  항상 감미로운 음악과 신선한 원두로 만든 커피, 종류별 티와 음료들, 샌드위치와 크로놀은 입안을 즐겁게 해주죠. 상냥한 사장님의 미소는 단골이 되고 싶게 하죠. 레노비가 생겨서 동네가 달라졌어요~~"
레노비,5,모든메뉴가  맛있고 친절한카페. 강아지동반되는곳
레노비,4,깨끗하고.조용한 분위기 입니다..
레노비,1,"후미 골목 진 곳이라 찾기 어려웠네요..주변에 낙후된  집들이 많고
거기엔 쥐들도 많더군요. 쥐들은 여기저기 옮겨다니는 습성이 있어서  위생적이지 않아요
요즘 배달 음식점의 청결에  문제가 많아서
쉽게 전화해지지 않았어요"
온뜰,5,정말 좋습니다 전 수제 맥주가 정말 맛있었습니다
온뜰,4,주택가 안에 위치한 카페
세일병원,1,"이곳에서 수술 받고 장애인 됐습니다
골절 수술했는데 절개하면서 신경지나가는 곳을 의사가 절개하여 영구적 운동신경 마비로 한 쪽 팔이 소아마비 처럼 근육이 말랐네요
병원 잘 선택하세요
시설도 지저분하고 엉망입니다"
세일병원,1,김태일 선생님 수술 감사 드립니다.  제활치료실이 쫌 미흡하지만 이제부터 내 숙제네요
세일병원,1,여기 가지마세요 환자를 돈으로 생각합니다
세일병원,1,의술은 없고.돈만 밝히는 쉐이키.
세일병원,5,친절하고 좋네요
복성루,4,"평일날 가서 그런지 대기는 약10분정도만에 들어감. 짬뽕은 고기고명이 들어가서 그런지 담백하고 깔끔한맛. 동네에서 먹던 일반 해물짬뽕과는 확실히 결이 다르다. 갠적으로는 이쪽이 더 취향인듯. 양도 많고 건더기도 엄청나서 한그릇만 먹어도 든든함
물짜장은 처음 접해봤는데 별미인듯. 해산물도 풍부하고 나쁘지 않았음."
복성루,5,"군산뿐만 아니라 전국적으로
유명한 복성루 다녀왔어요

오픈 30분 전쯤 도착했는데
제가 제일 먼저 왔고 그 뒤로
줄이 쭉 생겼습니다

혼밥석이 있어서 들어가자
마자 짬뽕으로 주문했어요

얼마 지나지 않아 짬뽕이
나왔는데 푸짐한 고기와
홍합이 잔뜩 들어 있었어요

짬뽕이라는 자극적인 장르에서
뭔가 슴슴한 듯한 국물 만이
느껴져서 놀랐어요

본격적으로 홍합을 까고 홍합과
국물을 맛보았는데 먹으면
먹을수록 맛이 깊어졌습니다

점점 더 맛이 올라왔고 매력적인
국물 맛이었어요

다만 고기와 새우는 같이 국물과
조리된 느낌보단 고명 느낌이라
국물에 크게 영향을 주지 않았습니다

다 먹고 나니 확실히 호불호가
극명하게 갈리는 이유를 느꼈고
저는 맛있게 먹었어요"
복성루,5,"건물이 오래된 예전부터 있던 자리라서 공간이 넓지않고 깔끔한 인상을 주진 못합니다.
상시적으로 대기줄이 많아 쉽게 먹을 수 없는 것도 인기의 요인 중 하나인 듯 합니다.
군산에 폭설이 내린 날 들를 일이 있어 별 대기 없이 전국적으로 유명한 짬뽕 맛을 보게 되었습니다.
짬뽕은 돼지고기 볶은 것과 해물이 적절한 비율로 들어 있어 시원함과 담백함이 같이 느껴지네요.
양은 충분히 많은 양이 제공되며, 짬뽕밥엔 약간의 당면이 들어가고 밥이 제공되는데 이것도 충분히 추천할 만 합니다.
짬뽕 면발이 쫄깃하고 간이 잘 배어있어 국물과 잘 어울려 맛깔나며 충분히 대기할 만 합니다.
주차공간이 가게 옆 도로변, 주변 공영주차장이 있어 적당히 활용할 만 합니다.
오래된 짬뽕 맛을 제대로 보시려면 꼭 한번 들러보시길 추천드립니다.
개인적으론 공주 동해원보다 훨씬 좋으며, 비할 바가 아닌 듯 합니다."
복성루,4,"허름한 간판에 너무 길지 않지만 끊이지 않는 대기줄이 여기가 확실한 맛집이라는 걸 증명해준다.
여러 사람이 가기보다 혼자나 2명이 가는 걸 추천한다. 1인석 자리의 회전율이 좋기 때문에 소수 인원이 가면 더 빨리 먹을 수 있다.
짬뽕은 간이 잘 되어 있고 약간 매콤하다. 크게 호불호 없이 밸런스가 잘 갖춰져 있다고 할 수 있다.
하얀짜장도 유명한데 먹어보지는 않아서 평가는 하지 않는다.
깨끗한 식당을 찾는다면 절대 가지 마시고, 옛날 중국집의 정취를 느끼고 싶다면 무조건 추천한다. 테이블이나 건물에 세월의 흔적이 있다고 음식이 이상한건 아니니.
깊은 시간의 맛을 느껴보길 바란다."
복성루,5,3시쯤 방문하여 대기 조금 기다렸다가 바로 들어갔습니다. 깊은 국물맛 짬뽕도 좋았어요. 인위적인 불맛 없습니다. 해물이 산처럼 있는 것은 아니지만 돼지고기가 같이 오네요. 기대하지 않았던 물짜장이 맛있었어요 :-)
부산 시티호텔,5,"Reasonable price for good facilities
시청 근처에서 거의 유일한 호텔인 것 같은데 가격도 합리적이고, 교통편도 상당히 용이하다. 출장 또는 부산 관광을 위한 숙소로도 꽤 괜찮은 편이다. 침구나 객실 상태도 상당히 쾌적해서 컨디션 관리에 많은 도움이 되었다, staff 들이 친절한 서비스를 제공하고, 피트니스 시설이 있는 점도 마음에 든다."
부산 시티호텔,4,"깔끔해요.  여행가서 숙소로 선택했는데 비싸지 않고  주변에 맛집도 많고  부산 시내 어디로 가든지 30분 이내로 갈 수 있고 교통이 좋아요.  지하철과 버스,  맛집,  시청 경찰청 있어서 안전한  느낌.  시장도 가깝고  다 좋았어요."
부산 시티호텔,4,"부산시청 근처에 있는 비지니스호텔입니다. 깔끔한 객실과 시설이 좋네요. 조식 가격도 괜찮습니다(13000원). 교통 접근성도 좋고, 주변에 식당과 각종 서비스 시설 밀집구역으로 편리한 곳이네요"
부산 시티호텔,4,"역 주변이고 주위에 편의점, 식당이 많아 지내기 편합니다.
생긴지 얼마 안 된 호텔이라 깔끔합니다.
기본 룸이지만 넓어서 답답한 느낌은 없습니다.
인터넷도 빠르고 샤워기 수압도 세서 좋았습니다.
그런데 복도에서 나는 소리와 옆방 화장실에서 나는 소리는 방음은 잘 안 됩니다. 특히 옆방 화장실 세면대 물 소리가 너무 크게 들립니다.
그리고 방에 먼지가 많아서 사용하기 전에 물휴지로 한번 닦고 썼습니다."
부산 시티호텔,5,"트립닷컴 통해 예약
광안리/해운대 근처 호텔 검색
약 20분정도 소요
객실상태는 깨끗하고 정리잘되어 있음
저녁식사가 고기집이었는데 객실에
스타일러 비치되어 있어 매우 만족
아침식사 꼭 먹어야 하는데 조식도 매우 만족
주말이라 그런가 가족단위손님 많았음"
1950 태성당,5,"파이만쥬가 유명한 태성당이지만 꿀꺽도나스와 크림도넛이 정말 먹음직스럽답니다
박스째 사러오신 손님들이 많으셨던 태성당
할로윈분위기로 이쁘게 꾸며져 시간이 있었다면 커피와   함께 먹고갔음더 좋았을거예요"
1950 태성당,4,"유명한 파이만쥬, 한입도나스, 생크림메론빵, 우유크림도나스를 샀다. 파이만쥬는 반죽이 패스츄리처럼 여러 겹으로 되어 있었고 한입도나스는 마들렌 맛이었다. 전형적이진 않지만 아는 맛. 개인적으로는 크림이 든 메뉴들이 맛있었다. 생크림이 하나도 느끼하지 않고 빵과의 조화가 좋았다. 한번쯤 맛봐도 좋을 빵집."
1950 태성당,4,태극당 아류..인 줄 알고 1개만 산 것을 후회합니다. 생크림이 느끼하거나 미끄덩거리지 않아 좋습니다. 다만 빵피는 약간 건조해 생크림단팥과의 궁합이 베스트는 아니었어요.
1950 태성당,3,"빵은 그럭저럭 맛은 있고
어린시절 때와 작고 너무 비싸서
망설이고 안 사먹음."
1950 태성당,5,4가지의 생크림 빵이 대표적입니다. 부드럽고 쫄깃한 맛이 일품입니다. 개인적인 취향으로 말차크림단팥빵을 좋아합니다. 참고로 미니 크로와상도 맛있습니다.
프리버드뮤직 부산매장,5,"부산에 테일러 공식대리점이 생겼다 해서 전화해서 방문하였는데 정말 깔끔하게 잘되어 있습니다,,,❤ 부산에서 아마 이렇게 매장 관리 잘 되어 있는곳은 잘 못본거 같아요! 시연하는것도 편하게 시연해라고 권유해주시고 , 덕분에 눈호강 귀호강 하고 갑니다🙏"
프리버드뮤직 부산매장,5,기타 구입할땐 언제나 프리버드 부산점...사장님 친절하고 좋네요..사운드체크하기도 좋고....
프리버드뮤직 부산매장,4,"베이스 진열 종류가 상당히 적습니다
조용히 보고 가기 좋네요"
프리버드뮤직 부산매장,5,"구매한 상품과 가격 사진올려요
지금도 너무 마음에 들어합니다 생일선물로 직접가서 이것저것 넥도 만져보고 소리도 들어보고 몇개를 골라 비교해보다가 결국 집에 없는 종류인 이 제품으로 구매하게 됐습니다  예전에는 눈치보여서 구경만하다 쫓기듯 나왔는데 이번에 다시 재방문했는데 너무 친절하세요 진심 편하게 대해주셔서 정말 감사했습니다 역시 동영상으로 보는것과는 달리 내 손의 가장편안한 그립감과 소리는 직접  체험해봐야 후회없습니다"
프리버드뮤직 부산매장,4,좋은데 직원이 말끊어서 좀 즙같았음
부경불백,4,"불백집이 모여있어 무심결에 들른 곳이 맛집이었습니다.

이 주변 방문이 첫 방문이라 근처 어디가 더 맛있는집인지 알수없지만 처음 방문해본 이 식당도 맛있었습니다. 기사식당 느낌이 많이 나는 부경불백의 1인분 9,500원 가격이 그리 비싸게 느껴지지 않을 만큼 맛있고 푸짐하게 나와서 만족하며 식사 할 수 있었습니다."
부경불백,4,"부산역에 내리면 근처에 먹을 곳이 많죠? 차이나타운도 있고, 돼지국밥도 있고, 밀면도 있고~

한 15분 정도 걸어서 초량 불백거리에 오면 불백집이 몇 군데 있어요. 여기도 괜찮네요."
부경불백,5,"초량동 대표 돼지불백 식당.
간단하고 빠르게 상 차려짐.
잘 먹고옴."
부경불백,4,"한끼식사로 딱 좋은것 같네요. 반찬 더 달라면 주시고 친절하세요.
치즈2 일반2 라면사리 추가해서 먹었는데 저는 치즈가 더 좋았던 것 같습니다. 라면사리는 고기랑 함께해서 먹는걸 추천 마지막에 라면사리만 먹었더니 그냥 라볶이 먹는 기분이었네요 ㅎㅎ 주차되서 편해요"
부경불백,3,"부산역 불백거리에 있는 식당입니다. 다양한 불백 식당이 있는데, 치즈불백과 기본을 함께 주문했네요.
딱 적당한 양에, 적당한 간에 적당한 플레이팅으로 제공됩니다. 박리다매형태로 대량으로 신속하게 제공되는 찍어내는 듯한 매장입니다."
은하갈비,5,"검색해서 다녀온 돼지갈비! 장뇌삼을 주네?
완전 맛있다!!"
은하갈비,4,여전히 인기가 많은곳이지만 갈수록 업소들의 질이 떨어지고 있습니다 아쉽지만 경기가 어려우니 ᆢ 그래도 명성을 잃지 않으려면 업주분들 분발하세요 가격만 올리지말고 ᆢ
은하갈비,4,식당이름 까먹음 ~_~
은하갈비,4,각점포마다 맛이조금씩 다름니다 밑반찬도 차이가 있고 오랜경험으로 노하우가있어 맛은 아주맛있슴니다
은하갈비,2,"옛날에는  조은 골목길
지금은 옛날 명성이
조금은 바랜듯....
별로 좋은 점을모르겟음"
한림양식당,5,"숨은곳에 존재하는 한림양식당 런치타임에 저렴하면서 음식에 정성을 담아내시고 써비스로 내어주시는 꽃차의 맛조 아주 좋았습니다.
발사믹쏘스에 찍어먹는 빵들도 좋았고 함박스테이크 쏘스드레싱과 셀러드도 좋았습니다.
부산역근처 가성비 좋은 곳으로 추천해봅니다."
한림양식당,4,"런치좋았어요
사장님께서 아주 친절하셔요
일부러 리뷰올릴만큼
약은 조금 적은편"
BHC치킨 부산역점,5,韓國 人推薦的炸雞，起司球！
BHC치킨 부산역점,5,"まずお店に入った瞬間に「オソオセヨ〜」と明るく迎えてくださって、とても好感が持てました。韓国でこんな明るく親切な接客は珍しいのではないかと思います。とても気分良く注文出来ました。ホテルに持ち帰ってから食べたのですが、熱々の時はもちろんのこと二人だったので一気には食べられず少し置いてからまた食べたところ冷めてもすごく美味しくてビックリしました。日本でも最近は韓国チキンのお店がありますが、本場はやっぱり違うなと感動しました！本当に美味しかったです。

지난주 치킨을 사갔던 일본사람입니다! 너무 친절하고 주문할때도 기분좋께 할수있었어요~~ 양념치킨이 너무 너무 맛있었어요! 부산에 갈때 또 꼭 갈게요^^"
BHC치킨 부산역점,5,"112.4
外帶為主的店，有放一組桌椅不確定能否內用
店員小姐很親切
現炸要等二十分左右，炸雞有附一小瓶可樂
價位合理很好吃"
BHC치킨 부산역점,5,"很不錯的店，口味特別好，服務親切！
Lots of international travelers around here.  It is recommended that the store add English keywords to the store name on the google map, and the business will definitely be better!"
BHC치킨 부산역점,5,Take out only. Tourist friendly!
마가만두,4,"이 근처 신발원,일품향,장성향,홍성방등 다 먹어봤지만 역시나 군만두 만큼은 마가만두가 제일 맛있어요...
군만두외에 다른 만두들 그리고 요리들도 전반적으로 다 맛이 괜찮고 식사메뉴중엔 특히 볶음밥이 아주 맛있습니다..
이 집의 군만두와 볶음밥은 완전 강추합니다..^^"
마가만두,5,"부산 차이나타운에서 신발원과 함께 만두로 유명한 중국집입니다.
군만두가 유명하다고 들었지만 군만두를 별로 안좋아해서
새우찐만두랑 깐풍육 새우볶음밥 먹었습니다.
정말 맛있더라구요.
볶음밥에 같이 나오는 짜장소스는 좀 짰습니다.
신발원만큼 붐비지는 않고 메뉴가 더 다양해서 좋았습니다."
마가만두,5,"간단하게 2차로 술을 마시기 위해 들어간 곳인데 완전 맛있었습니다.
사람들도 많고 시끌벅적한 분위기가 마음에 들었네요.

6개에 8500원인 새우찐만두 하나를 주문했고요,
만두치고 비싸보이겠지만 만두 한알한알이 매우 컸습니다.
커다란 만두안에 적당한 사이즈의 통새우가 들어가있어요.
2차라 배불러서 다 먹지 못한 게 아쉬웠네요..
부산에 또 간다면 다시 들릴 집입니다!"
마가만두,5,"정말 맛 있네요!
신발원은 워낙 웨이팅이 많을거라 예상하고
제외한 다른 맛집을 검색하여 선택했는데
탁월한 선택이었던거 같습니다.
군만두도 정말 맛있었고
저는 새우찐만두가 너무 좋았습니다.
결국 군만두 하나 더 추가해서 먹었습니다.
만두와 소맥… 내장에는 미안하지만 아주 맛있게 잘 먹었네요. 사장님, 직원분들 친절하고 주문 후 음식도 빠르게 나옵니다.
다음에 또 부근에 가게 된다면
재방문 의사 345%"
마가만두,3,군만두와 잡채밥 찐만두를 먹었다. 중국식 만두라 그런지 만두소가 조금 적게 들어간 편이며 만두피는 살짝 두껍다. 잡채밥은 당면이 적고 그 외 고명이 많다. 전체적으로 맛은 있지만 대구나 영천의 만두 명소에 비해 조금 아쉬움을 느낀다. 손님이 많으니 직원도 바쁘고 어수선한 느낌을 준다.
본천돼지국밥,5,원래 가려던 곳이 쉬는 시간이라 다시 급하게 찾아서 간 집인데 오히려 전화위복. 돼지잡내 하나 없이 풍부한 풍미를 느낄 수 있는 국물로 매력 넘치는 한 그릇이었어요. 정신없이 먹고 나니 만족감과 함께 몸이 뜨끈뜨끈. 너무 즐거운 체험이었습니다.
본천돼지국밥,4,"로컬분이 추천해주셔서 가본 맛집입니다!
점심시간에 웨이팅이 있어요!
육수가 깔끔담백하고 전혀 안비렸어요
김치가 젓갈로 맛이을 내서 더 좋았어요
고기도 두툼하고 맛있었습니다
수육을 시키면 순대도 나오니 드셔보세요
마치 이게 부산이다 싶은 맛입니다^^"
본천돼지국밥,5,오픈시간 전이었는데 다행히 들여보내주시더라구요. 친절하시고 막 특별하다!는 아니지만 그래도 맛있는 맑은 국물의 돼지국밥이었습니다~ 메뉴판엔 없지만 섞어달라고 말씀드리면 섞어서도 주세요
본천돼지국밥,2,"20분 대기하고 먹었습니다. 다 외지인분들이 줄서계신것같았어요.
솔직히 부산에서 먹는 국밥집은 거기서 거기같아요.
웨이팅5분이상이다 싶으면 위생깨끗하고 친절한 다른 국밥집가셔도 괜찮을거같아요."
