장소,별점,리뷰
,3,텐트 칠 수 있는 곳과 나무밑 자리만 깔 수 있는곳 모두 만원이고 벤치도 부족합니다
,3,시설 확충이 되면 좋겠습니다.
,5,가족과 다니기 좋아요 놀이터와 매점이 있는 곳은 3주차장으로 넓은 주차장과 잔디가 필요한 곳은 2주장으로 가시면 좋아요
,4,12시 이후엔 사람 많아요 텐트도 빠글빠글해요
,5,아침 워킹 러닝 산책하기에 이만한 장소없죠 한강이 집근처라서 너무 좋아요♡
,5,여기는 서울의 강북과 강남을 이어주는 청남대교 북단에서 강남쪽을 바라보는 야경이 특히 멋진 곳이기도 하다
,5,"청담대교의 야경과 경치도 좋고, 뚝섬 한강 공원 이 바오 뒤에있고 앞으로는 아리랑 웨딩하우스란 곳이 있다"
,5,아마도 이곳에서 강위의 웨딩을 하는 곳인가 보다
,5,"지난번에 롯데 타워가 몇년간의 공사를 완료 완공하여 그 기념으로 롯데 타워에서 아마도 언뜻 기억으로는 3만 5천발 이상의 불꽃을 터뜨렸다는 기사를 언뚯 보아서, 이모습을 담기 위해, 이곳이 가장 잘 보이는 곳이라 하여 방문하여, 촬영 하게 되었다"
,5,엄청 많은 사진 동호인 들이 이곳을 방문하여 엄청 고생한 기억이 있다.
,4,한강이 있씀에 늘감사하는맘으로살아요~^^
어린이대공원,5,5월23일 일요일에 아이들과 다녀왔어요
어린이대공원,5,놀이동산이 크지 않아서 중1딸과 초5 아들 맘대로 놀으라고 풀어주고 어른들은 그늘에서 쉬었네요
어린이대공원,5,"동물원도 작지만 알차게 있고 식물원도 있고, 입장료는 무료라 동물원 포함 공원은 그냥 이용할 수 있고 놀이공원만 필요한대로 이용권 구매해서 이용하면 될 것 같아요."
,5,좋은 접근성과 다양한 프로그램으로 시민들을 편하면서도 즐겁게 해주는 곳
,5,"어린이대공원은 공원, 동물원, 놀이동산으로 크게 3부문으로 나뉩니다"
,5,"공원에는 상상마당, 분수대, 꿈마루 등이 위치해 있습니다"
,5,어린이대공원역으로 접근 시 가장 먼저 공원을 만나게 됩니다
,5,공원의 분수대에서는 정오 쯤 분수쇼가 이루어집니다
,5,더운 날 사람들이 분수대 근처에 갑자기 모여든다면 분수쇼가 곧 시작할 때 입니다
,5,"동물원에는 다양한 동물들이 있고, 놀이공원에도 많은 놀이기구가 구비되어 있습니다"
,5,어린이대공원역이 이름값 하듯 입구 코앞이라 접근성이 아주 좋습니다
,5,그뿐만 아니라 시간적으로도 이용이 편리합니다
,5,"연중무휴이고, 공원은 새벽 5시에 개장합니다"
,5,동물원과 놀이동산은 10시에 개장해요
,5,"영업종료시간은 공원은 저녁10시, 동물원은 저녁5시, 놀이공원은 저녁6시로 서로 다 다르므로 이용에 참고하세요!"
,5,"추석에 오랜만에 집근처여서 산책하러 갔다가 동물원도 가고, 식물원도가고 놀이동산까지 신나게 놀다왔네요😂😂😂 동물원은 바다동물, 맹수, 열대동물 , 소동물 이렇게 돌았고 식물원은 열대식물, 관목, 다육식물, 실내정원 이렇게 다녀왔네요~ 예전에는 있었는데 지금은 조류들이 없더라구요, 놀이기구는 어른 5개 이용권이 19000원, 1개 이용권이 5000원인데 패밀리코스터만 타고싶어서 어른 1개 이용권 구매해서 타고 마무리하고 집에 왔습니다ㅋㅋㅋ 패밀리코스터는 은근 어른들도 많아요"
,5,놀이동산은 6시에 끝나는거 같기는 한데 시간 확인해보시고 가는게 좋을 것 같습니다~
,5,무료입장 할 수 있는데 동물과 식물들을 볼 수도 있고 지하철역과도 가까워서 교통편이 편리해요
,5,"가족 단위로 많이 놀러오는데, 제가 아이 낳아도 아이 데리고 올 것 같아요"
,5,조류는 현재 조류독감 때문에 볼 수 없어서 아쉬웠지만 다음에 또 와서 구경할려구요.
,4,산책하기 좋습니다
,4,입장료도 없고 공원과 사파리 ( 규모가 작습니다 ) 놀이기구들이 있고 언덕과 나무 잔디밭이 있습니다
,4,"걷고 싶은날, 공원에 산책이 필요한날"
,4,방문해서 자연과 동물을 보며 머리를 비우기 좋습니다
,4,주차는 상상나라 지하 주차장에 하시면 됩니다 주차도 매우 편합니다
,4,"공원따라 걷다보면 코끼리도 나오고 사자, 호랑이도 나옵니다"
,4,휴식이 필요한때 방문해 보시길 추천합니다
,4,나무와 흙길이 좋습니다.
,4,"넓은 공원과 동물원, 식물원 무룝니다"
,4,커다란 놀이터와 놀이기구(유료)까지 있어서 아이와 하루종일 있을 수 있습니다
,4,대중교통을 이용한 접근도 좋습니다
,4,가까이 있는 분들이 부럽습니다
,4,차분히 시간을 보내고 싶다면 어린이대공원을 추천합니다.
,4,몇년만에 온 이곳 아들과 아들 친구 가족과 잠시 들렸어요 아들 친구 가족과 오전 서울숲에서 신나게 놀고 쉬고 자전거 타고 재미있게 보내고 이곳에 왔어요 역시나 사람이 사람이 인산인해 입니다
,4,역시 오늘은 어린이들세상 입니다
,4,그래도 아들이 좋아하고 행복해 하니 저도 즐겁고 행복 합니다.
야마타니 우동,5,프로페셔널한 우동을 맛볼 수 있는 곳
야마타니 우동,5,창으로 주방을 볼 수 있어 믿음이 갔으며 우동이 만들어지는 과정을 볼 수 있어 즐거운 곳
야마타니 우동,5,테이블 수가 적다는 단점이 있지만 두 분이서 계속 바쁘게 움직이는걸 보니 딱 적절한 것 같았다
야마타니 우동,5,본인은 일본음식은 간이 세다고 생각하는데 이 가게의 간은 그에 비해 약한 편이었다
야마타니 우동,5,쫄깃한 면발이 인상적이었다
야마타니 우동,5,다 먹을 쯤에는 느끼해진다는것은 단점.
,4,가격대를 생각하면 개인적으로 가미우동과 비교를 안할 수는 없을 것 같습니다
,4,야마타니 우동은 아마 멸치와 가쓰오부시를 베이스로 육수를 내시는 것 같습니다
,4,기본적으로 깔끔해서 좋았지만 개인적으로는 식사하다보니 물리는 감이 드는 편이었습니다
,4,튀김가루가 있다는 것을 식사후에 발견을 해서 아쉬웠습니다
,4,다음번에 튀김가루를 넣고 먹어보면 또 다를 수 있지 않을까 싶습니다
,4,튀김은 개인적으로는 치쿠와가 제일 좋았습니다
,4,치쿠와의 맛과 바삭함 둘다 좋은데 가격까지 싸기 때문에 사이드로 주문하는 것을 추천드려요
,4,다른 튀김들은 특히 감자튀김(해시브라운)은 많이 기름져서 깔끔한 국물가 대비가 되는데 이 부분은 호불호가 갈릴 것 같습니다
,4,개인적으로는 어울리지 않는다는 생각이 드네요
,4,집에서 가깝기만 했으면 부담없이 들어가서 전메뉴 답파해보고 싶은 곳입니다
,4,우동에 대한 내공이 상당한 곳인데 가격마저 저렴하니 들러보면 좋을 장소입니다.
,4,맛있다
,4,면도 쫄깃하다
,4,그리고 무엇보다 가격이 미쳤다
,4,이 가격에 이정도 퀄리티의 우동은 먹기 쉽지 않다
,4,어묵튀김은 생선의 맛이 살아있다.
,5,평일 저녁타임(5시)맞춰 10분정도 일찍도착했는데 평일임에도 앞에 2팀 대기중이어서 찐맛집이구나 싶었음
,5,자루우동과 튀김 시켰는데 우동 처음한입먹고 탱탱한 식감에 감탄했음
,5,국내에 자루우동을 파는곳이 많지않고 그나마 유명한곳은 손에꼽는데 내기준 합정카덴의 자루우동보다 좋았고 특히 가격까지 생각하면 여기가 완승임
,5,닭튀김이 유명하다는데 주방사정상 지금은 판매가 안된대서 새우튀김과 오뎅튀김 시켰는데 바삭바삭해서 우동과 곁들이기 좋았음.직원분도 친절하셨고맛과 가격까지 만족스러워 주변에 소개시켜주고싶은 곳임
,2,장점 저렴하다 면발이 좋은편 양 많음 단점 위생이 좋지않고 자리가 협소 오래걸림 냉우동 기회가 된다면 먹어보고 싶긴한데 갈 일이 있을꺼 싶다
,2,일본어로 우동이라고 히라가나로 적혀있고 옛널이름이 간판에 검정테이프로 가려져있음
,2,배고픈 대헉생들에게 딱인 집
,2,직장인들은 돈 더주고 더 멋난거 드세요.
,5,"근래 먹음 우동 중 으뜸이며, 현 고물가에 대비하여 6000원 7000원의 가격은 이해되지 않는다"
,5,강남권에서 이정도 퀼의 우동은 만원이 넘는다
,5,"먼거리를 이동하여, 먹을 정도의 좋은 우동입니다."
,5,솔직히.
,5,유명하다는 우동 집 중 가장 맛있었음
,5,대부분 튀김이 맛있으면 우동 면이 별로거나 그 반대인 경우가 많았는데 여긴 둘 다 만족스러웠음
,5,우동 면은 삶아서 나오기 때문에 시간이 좀 걸리지만 그만큼 쫄깃해서 기다리길 잘했다는 생각이 듦
,5,치킨 가라아게도 바삭하고 잡내 없었음
,5,진짜.
,5,맥주 땡기는 맛ㅠ
,5,요즘 외식 물가 생각하면 엄청 싼 편인데 맛까지 뛰어남
,5,무조건 재방문.
,3,미역이들어간 우동 육수가 약간 씁쓸한 맛이남 면과튀김은 맛있습니다 친절합니다
,5,여기 괜찮네..
,5,가성비좋고 면빨이굿.
,5,튀김도 52c
,5,사장님.
,5,가격좀 올려주세요 오래 먹고 싶어요😭 먹어보면 우동에 진심이신게 느껴집니다
,5,면발이 반정도는 쫄깃한 떡같은 식감이에요 JMT
,5,너무 저렴해서 먹고나서 미안해질 정도에요
,5,메뉴 돌아가면서 다 먹어볼 예정입니다
,5,잘먹었습니다!…
,4,오늘은 하늘이 너무 파랗고 구름도 예쁘고 날씨가 맑아서 속초 아님 강원도 어디로라도 떠나고 싶은 날이었음
,4,저녁을 먹고 들어가게 되서 어디를 갈까하다 그래도 집에서 멀지 않은 곳을 생각하다 보니 차를 갖고 가기에 까다로울 것 같고 어디서 보고 가고싶다에 세이브해뒀었는지는 잘 기억이 나진 않는데 아마도 저렴하면서도 맛이 좋은 일본 우동 가게일 것 같아선 것 같은 여기 야마타니우동이 생각남
,4,가게가 있는 곳을 네이버지도를 보고 따라가다 보니 행당시장이 있는 메인 도로 어딘가에 위치해 있었고 이 메인도로를 따라 조금 내려가다 보면 아주 어렸었을때 아버지와 여러번 갔었고 엄마랑도 들렀던 비교적 젊으시고 예쁘장하셨던 걸로 기억하는 아주머님이 혼자서 만두피도 밀고 만두도 빚으시고 찌시고 했던 그 당시에 통만두라고 불렀던 찐만두와 물만두가 맛있었던 만두가게가 있었던 곳이어서 몇 십년만에 타임머신을 타고 어린시절로 돌아가는 기분이었고 당연히 없어졌겠지만 혹시나 아직도 있을까 메인도로를 내려가면서 왼편 어딘가에 있었던 가게를 괜히 찾아보게 됨
,4,가게는 예전 통만두집과 같이 메인 도로를 내려가다 왼편에 위치해 있었는데 처음엔 야마타니 우동이란 간판이 안 보여서 그냥 지나쳤고 네이버 지도를 보니 이미 지나쳤길래 다시 되돌아 가니 야마타니란 이름은 없이 그냥 일본말로 우동이라고만 쓰여 있는 그다지 깔끔하진 않고 약간 바랜 간판의 가게였음
,4,가게 안으로 들어가니 비교적 아담한데 손님이 제법 차 있었고 닷찌석이 있어 앉으니 닷찌 위에 메뉴가 있어 살펴보니 시원한 우동이 생각나 붓가케 우동이 먹고 싶은데 키오스크 그런 시스템이 아니고 메뉴를 정하면 여점원분께 주문을 하는 방식이어서 여점원분께 제스처로 주문하고 싶다고 어필을 하고 여점원분이 왔을때 붓가케 우동을 주문함
,4,"가게는 오너 사장님이 우동 등 모든 조리를 혼자 하시고 여점원분은 주방에서 보조 및 서빙, 계산을 담당하고 있었고 오너 사장님이 모든 조리를 혼자 담당하시다 보니 진짜 일본에서 보는 것 같이 눈코 뜰새 없이 바쁘셨음"
,4,옆 자리에서 먹고 있던 손님은 우동과 아마도 가라아게로 보이는 걸 먹고 있었는데 난 여기서 우동을 먹고 집으로 들어가는 길에 엔소쿠365에도 들를 예정이어서 우동만 먹을 계획이었는데 그래도 온 김에 맛을 볼까해서 여점원분께 가라아게가 맛있나요라고 물으니 맛있다고 하셔서 닭튀김이라고 쓰여있는 가라아게도 궁금해 추가로 부탁드림
,4,"가게를 둘러보니 물이나 단무지, 기호에 따라 넣어 먹도록 준비된 텐카츠 등은 모두 셀프여서 적당히 덜어 자리로 돌아옴"
,4,오너 사장님께서 혼자서 조리하시다 보니 혼이 나갈 정도로 정신없이 준비하시지만 아무래도 시간이 걸릴 수 밖에 없어 주문하고 20여분이 좀 더 지나 드디어 트레이에 얹혀 나옴
,4,붓가케 우동 위에 곁들여진 레몬을 짜고 츠유를 부은 후 츠유가 우동면 사이에 잘 적셔지게 한 후 젓가락으로 집어 맛을 보니 일단 우동면은 흔한 일본 우동 전문점의 것보단 살짝 얇은 편이면서 탄력은 있지만 탱탱한 탄력의 사누끼 우동면 같은 정도는 아니고 좀 부드러운 탄력임
,4,츠유는 단 맛이 별로 안 느껴지는 타입이어선지 레몬즙의 시큼함이 시큼달콤하게 좋게 느껴지기보단 시큼함이 도드라져 레몬즙을 짜 넣지 말걸 하게 됨
,4,레몬즙이 덜 어울리는 느낌이란거지 붓가케 우동이 별로인 건 아님
,4,이번엔 가라아게로 시선을 돌리니 노란빛이 도는 튀김옷은 기름이 좀 밴 타입인데 가라아게가 여지껏 우리나라에서 맛 본 것 중에 최고인 아차산역 소바쿠만큼은 아니더라도 거의 비슷하게 볼륨감이 좋으면서 3조각이 나오는데 비교적 커선지 가위로 반으로 잘려져 있음
,4,한 점을 집어 맛을 보니 순간 뜨거워 입천장이 나감
,4,물로 좀 식히고 다시 맛을 보니 카레향이 나고 쥬시해서 소바쿠의 것처럼 좋진 않더라도 흔한 우동가게 등에서 보는 가라아게보다 볼륨감이 확실히 좋으면서 맛도 좋은편인데 3조각에 2천원이라니 실화임?이란 말이 절로 나옴
,4,요즘 이런 좋은 우동가게들을 가끔씩 만날 수 있어 좋음
,4,"전체적으로 우동이나 츠유, 가라아게가 뛰어나게 맛있는 건 아니더라도 흔한 가격만 비싸면서 엉터리인 가게들보단 확실히 나아서 이 근처에 왔을때 일본 우동이 먹고 싶으면 재방문할 것 같은 생각이 든 방문이었어서 맛있다로.."
,4,주문과 동시에 면을 삶아주신다 들었습니다
,4,오픈과 동시에 모든 테이블 자리가 찹니다
,4,"메뉴 전반적으로 다시마식초 등 시큼한 맛이 입에 돌아 일본식 우동이라는 느낌이 강했고, 무엇보다 튀김류가 맛있습니다"
,4,우동 한 그릇과 튀김 하나 정도로 조합해서 드시길 추천합니다
,4,(저와 일행 두명 모두 식사를 마치고 기본우동이 가장 맛있었다고 생각했습니다)
,4,미친 가성비의 우동집 크게 뜨거운/차가운 우동으로 나뉘어있습니다 개인적으로는 차가운 우동 맛이 훨씬 좋았어요 카레우동은 카레맛이 너무 강해서 우동 고유의 느낌을 해치는 기분이라 비추합니다 기본우동 국물이 상당히 진하고 맛있네요 따뜻한 우동 면은 왜인지 살짝 퍼진 느낌이 들더라구요
,4,쯔유 넣어먹는 우동(이름 까먹음)은 면 탄력이 엄청나서 치아를 밀어내는 것 같아요 종업원분도 친절하시고 가게도 작지만 아늑해서 좋았습니다
,4,가격이 좋은건 덤이구요
,4,면발이 입안에서 춤을 춘다
,4,신나는 면의 향연에 덩달아 기분 좋아진다
,4,보리차도 맛있고 오래된 특유의 분위기도 나쁘지 않다.
,5,야마타니 우동 수제면발이 탱글탱글하니 너무 맛있네요!
,5,오늘은 가마타마 우동
,5,새우&고구마
,5,어묵튀김
,5,아사이 1병 ㅋㅋ 우동 메뉴는 이름 그대로 가마솥에서 삶은 뜨거운면에 계란을 풀어나와 쯔유와 섞어먹는 온우동입니다
,5,다른메뉴도 다 먹어보고 싶으네요~♡
,3,동네맛집이라해서 처음으로 먹어봤는데 제 입에는 별루네요 튀김은 어디서나 먹는 맛 가격은 저렴해요
,4,행당동에 위치한 우동집입니다
,4,언제 방문해도 만족스러운 식사가 가능합니다
,4,"면을 수타로 뽑아 굉장히 쫄깃하며, 온우동과 냉우동이 3종류씩 준비되어 있습니다"
,4,계절에따라 추가되는 종류도 있어 골라 먹는 재미가 있습니다
,4,튀김 종류도 우동과 함께 주문이 가능하며 종류가 다양하여 고르는 재미가 있어 만족스럽습니다
,4,행당동에서 가성비 좋은 식당 중 하나입니다
,4,"바도 있어 혼밥을 즐기거나, 튀김과 함께 홈술 한잔 하기도 좋습니다"
,4,직원분들도 모두 친절합니다
,4,아쉬운점은 재료가 떨어지면 문을 닫는다는 점입니다.
,5,줄서서 먹는 우동집인데 꽤 가격도 저렴합니당
,5,우동에 대한 고정관념이 깨졌습니다
,5,우동 면발이 말로는 설명할 수 없습니다
,5,드셔보셔야 압니다
,5,차가운거 드셨을때 더욱 큰 감동에 감탄사가 나올겁니다
,5,면먹다 중간중간 새우튀김 먹으면 윈윈 효과를 맛볼 수 있을겁니다
,5,다른곳 우동 못 먹을거 같습니다.
,4,정말 오랜만에 이런 우동을 맛보네요
,4,튀김류 정말 맛있었어요 닭튀김 생강 맛도 살짝나는게 맛있었고
,4,어묵튀김 처음 먹어보는데 맛이 진한게 좋네요 추천합니다
,4,카레우동 카레좋아하는 분이면 맛있게 드실듯합니다
,4,자리가 협소한게 흠이라면 흠이에요
,4,근데 또 일본식당 느낌나고 좋았네요
,4,가까운데 였으면 자주갈듯합니다.
한양대학교병원,4,외래진료가 있어 대중교통 이용
한양대학교병원,4,2호선 한양대역 1번출구로 나가 경사진 도보로 5~10분정도 올라가야한다
한양대학교병원,4,"순환버스는 역1번출구에서 100미터전방에 있어 동관,서관,본관으로 이용"
한양대학교병원,4,처음 방문하실 때는 곳곳에 안내인들이 많으니 문의하시는 것이 가장 좋다
한양대학교병원,4,아
한양대학교병원,4,오늘도 많은 환자들이 방문하셨네
한양대학교병원,4,그래도 빠르게 또 다른 환자들로 대기실이 채워지는 것을 보면 의료진들의 수고에 감사한 마음이다
한양대학교병원,4,병원에는 안가야 좋지만 혹시라도 가게된다면 스트레스를 덜 받으시게 안내도움을 요청하시길 바란다.
,1,"병원 수납직원,간호사,병동간호사 인성이 독특하신분들이 많으시고 간호사분들이 친절하다 의사쌤들이 친절하다는것은 아마도 그날 그분들이 컨디션이나 기분이 좋아서 환자들에게 잘 대해주는듯하다 젊은 의사쌤들중엔 권위의식이 있는 분도 계시고 병원에서 일한다는 방패막이로 환자한테 막 내뱉는 직원이나 간호사분들도 계시고 늘 다닐때마다 눈치를 봐야해서 최근엔 정신과를 다니며 정신과약이 늘었다 지금까지 다녀본 병원중에서 제일 다니기 싫은 최악의 병원인데 할수없이 다녀야하는 내 신세가 한탄스럽다"
,5,한양대학교병원 교수님들 환자들에게 아주 친절해요.특히는 15층
,4,대다수의 의료진분들이 친절하십니다
,4,대학병원이라 환자가 늘 많아요
,4,시스템이 체계적이라
,4,진료.검사.입퇴원등의 웨이팅이 좀 답답하게 느껴질 수 있지만.
,4,쾌적한 환경을 위해 노력하는 모습이 보여요
,5,일반5인실 입니다.
,5,화장실이 병실내에 있고 병실내 티비없고...티비보는곳이 따로 있어요 개인 미니냉장고 있구요 생각보다 병실자리 넓고 간호사님들 친절합니다
,5,주차장 안내가 잘 되어 편리했습니다
,5,왕십리역 주변으로 셔틀버스도 다녀서 정말 좋아요
,5,성동구에 살면서 한양대 병원 갈 일은 꼭 생기는데 동네에 대학병원이 있어서 참 다행이고 좋습니다~~
,2,수차례 입원을 해본 경험으로서는 친절한 병동간호사분들과 검사과분들이 병원을 먹여살린다고 보면 될것 같다
,2,그나마 간호사 분들도 병동마다 큰 편차를 보인다
,2,"외래에서 젊은 선생님들은 권위의식에서 탈피한것으로 보이지만 나이가 계신 어느 신경외과 선생님은 치료를 해주고 계시는 같은 병원의 교수 이름을 대며 ""@?_%의학과 이런 새x 믿을건 못되고"" 라고 막말을 하시지를 않나 진료시간이 1분이 넘지 않게 환자의 말을 아예 끊고, 약받고 몇 주후에 오라는 식으로 환자가 자신의 상태에 대해서 알릴 수 조차 없게 만들어 버린다"
,2,"응급실에서 환자 기록 조회를 할 때, 제증명 기록을 뗄 때 환자의 수술기록이 없다고 해당부위의 치료를 거부하거나 보이지 않는다고, 자기네 병원에서 수술 받은게 맞냐고 되물어 묻는 80년대에도 보지 못한 시스템을 보여준다"
,2,"친절, 청결도, 시스템, 편리, 위치 면에서 주변의 건대병원을 도저히 따라 갈 수 없으면 실력이라도 좋던지, 환자를 진심으로 대하던지.."
,2,주변에서 한양대에서 입원하고 치료 받는다고 했을 때 다들 의아해하고 말렸는데 지금은 나도 나를 말리면서 다른 병원 알아보고 있다
,2,참고로..
,2,동일한 검사를 다른 두 과에서 진행했는데 전혀 다른 결과과 나왔다
,2,먼저 아무 문제가 없다고 했던 과에서는 대증적인치료만 고통만 더했다
,2,이에 다른과에서 이상하다고 생각해서 그 과 전공의들이 아닌 다른 전문 검사선생님들로 동일한 검사를 다시했는데 전혀 다른 결과가 나와서 수술도 하고 심각한 수준이라 또 수술을 받아야 한다는 진단이 나왔다
,2,"아무 문제가 없다던 과의 교수에게 찿아가 따져묻자 교수는 약 1분여 동안 말 없이 스크린을 스크롤하고 있기에 미안해서 잘 찿아 보려는 거로구나 생각하고 있었는데, ""판독지를 못 찿아서 그러는데 다음에 한번 더 오시겠어요?"""
,5,교수진 및 간호사들의 환자 응대가 지방보다 훨씬 부드럽고 친절하네요
,3,저는 당뇨환자입니다 1형.2형 두가지도 아니고 중간형 속해있어요 일산건강공단 병원 내분비내과 의사진단서 가지고 한양대병원 내분비내과 5층 방문하여 진찰받는데 교수님은 진단서가지고 판단하여 약 처방내려주고있어요 일단 그 병원 방문하면 수혈부터 하여 결과에따라 약 처방해야합니다 특히 당뇨 환자는 그래야 정상적인 치료 가능합니다 타 병원에서 진단서 가져올시점은 약 3개월치 처방받아 먹고 난 뒤거든요 의사분들은 그런것을 무시하고 타 병원 진단서 보고 또 다른 약 처밤하면 치료 효과 나오지 않거든요 항상 타 병원 진단서 가져올때는 필히 수혈부터 하여 약 처방해주어야하는데 하지않았네요 저는 몸무게 71kg 나갑니다 의사님 말씀 밥맛떨어지는 약 처방한다고 하였네요 저는 혼자살고있고 반찬 만드는거 못하거든요 맛나는거 없어요 그냥 먹어요 지금 상태에서 몸무게 늘어나지않고 유지하고있어요 당뇨환자들한테는 필히 타 병원에서 진단서가져오면 수혈하여 결과에따라 약 처방해주셔야합니다 필히 알고있어야합니다 그래서 좋은병원이라고 할수가없네요
,1,환자가족인데 중환자실에 입원한 환자를 방문못하게하다니
,1,어이없어
,1,퇴원요청이 환자가족이 결정하는 것 아닌가?퇴원도 환자가족이 자주권없슴
,1,별 한개두 과분함 이 병원 다시는 안감
,1,무슨병원이 무슨과어디있는지 원무과 어디인지 전혀 표지판같은게 없어요 올때마다 다른나라인줄
,1,"병원도 대기시간 너무 길고, 예약 많은거 내 잘못도 아닌데 나한테 땍땍거림"
,1,좋은 분도있지만 의료인갑질이 이건가 싶은일도 있음 개빡침
,1,"뇌진탕으로 기절해서 응급실에 실려갔는데, CT 촬영, Xray 촬영 이후 외상이 없어 바로 퇴원했고, 다음날 예약 잡아준 곳이 성형외과라서.."
,1,뭐지?
,1,골이 흔들렸는데 성형외과지?
,1,"하고 어지럼증을 참으며 성형외과로 진료 받으로 갔더니, 그곳에서 하시는 말.."
,1,"""여기 왜 오셨어요?"", ""네?"
,1,"응급실에서 이쪽으로 진료예약 잡아 주셔서 온건데요..;"", ""아.."
,1,"아무래도 응급실에서 잘못...."" ㅎㅎㅎㅎㅎ 신경외과로 가라고 해서 갔더니.."
,1,신경외과에서는 신경과로 가라하고..
,1,ㅎㅎㅎㅎ 당연히 자신의 전문 분야가 아니기에 모른다 할 수 있죠.
,1,전문 분야가 아니니까요
,1,그럴 수 있다
,1,이해하고 넘어가려 해도.
,1,아픈 사람을 1층 3층 서관 본관 계속 이동시키고 자기 일 아니라고 남몰라라 하고..
,1,한양대 병원 여기가지 마세요
,1,ㅎ 저도 여기 초진만 마무리 하고 다른 곳으로 옮길려고요
,1,ㅎㅎㅎㅎ 진짜...
,1,여기 진료예약 하고 와도 30분~40분 기다리게 하는 건 기본이고..
,1,환자에 대한 편의고려가 없는 곳이라 보시면 됩니다.
,3,건강검진 받으러 올때마다 느끼는건.
,3,주차공간이 부족하다는거..
,1,철도공무원 신체검사하는 국가지정 병원인데도 불구하고 접수처에서 그것도 모르면 어떡하자는 겁니까
,1,신검 목적으로 내원한 사람에게 뭘 검사할지 알아와야 된다고 하는 병원은 난생 처음입니다
,1,그걸 내가 알면 병원쪽에 취직하죠
,1,일반공무원과 철도공무원의 문진표가 다르다는 것까지 확인하고 사진 등 철저히 준비해갔는데 허탕만 치고 왔습니다
,1,"다시 확인해봐도 성동구 유일 지정병원인데, 안하기로 하셨으면 저같이 헛걸음하는 사람 없게 리스트에서 삭제 요청하시길 바랍니다"
,1,만약 지정병원이 맞다면 동관 3층 접수처 직원들은 정신 좀 차리고 안내하세요
,1,또 방문하기도 귀찮고 드러워서 다른 지정병원 갑니다
,1,거기선 적어도 무슨 검사를 할지 알아오라고 하진 않겠죠
,1,응급실 방문때 숨이 넘어가는 응급한 환자에다 대고 이름 주민번호 연락처 보호자 연락처 계속 물어보면서 안들여 보내주는거 보고 무슨 상황인가 싶었음 나중에 확인하면 될텐데 숨도 못쉬는 환자가 대답이나 할수있나;
,1,검사한답시고 신경과 이영주 교수가 입원 시켜놓구선 입원한지 3일이 지났는데 한번을 와보지도 않네요
,1,검사만 계속 해데고 어떻다 저렇다 의자 한명 와서 설명해주는곳이 없네요
,1,그냥 큰병원 갈껄 그랬어요
,1,진짜 별하나도 아깝네요 이렇게 서비스가 저급한 병원은 처음이네요
,1,어머니가 이번에 처음 입원해 보신거라 노심초사 걱정과 두려움 투성인데 이렇게 동네 구멍가게처럼 불친절한곳은 처음 봅니다
,4,주차관리잘됨
,4,친절하고 편안
,5,겉보기에 건물 외관등은 의외로 그 명성에 비해 솔직히 옛스러운 면이 있지만 부족함이나 불편함은 없다
,5,더구나 권위의식없이 아직도 늘 배우시는 듯한 자세로 환자분들을 많이 모시듯이 진료하시는 분들이 많이 계신것이 놀랍다
,5,응급실도 진 료실도 다들 매우 신속하면서도 충분한 인격적인 진료와 상담
,5,집중에 최선을 다하는 기본적인 인간미가 교내 특징인것 같다
,5,다른 무엇보다도 환자 당사자의 의사표현을 제일 중요하게 귀기울이고 그에 따른 시간과 수고를 아끼지 않는다
,5,"단, 묘하게 직원분들이 다소 험하다 ㅠ"
,1,진짜 10년만에 다쳐서 정형외과 병원같더니만 수술안한다고..된장할 진료보러온사람한테 수술안한다고 먼저 말하는교수는 처음본다
,1,진료보고어떤상태인지 예약한건데 보자마자 수술안한다는말하고 타병원추천하네..이긍 돌아다니는 파리
,3,"원내약국에 도착해서 현황판에 수령번호 114번이 게시되어 있었고 저는 115번, 116, 117번은 현황판에 게시되은데.."
,3,순서대로 약 주는게 아닌가 봄
,3,원내약국에서 30분은 기본으로 기다림
,3,원외약국도 가야하는데...
,5,류마티스병원 성교수님과 관절재활의학과이교수님 간호사분들 다친절하심 우리나라에서 류마티스 질환을 병원급으로 키운곳은 한양대 밖에없음 시설도 나쁘지는않음
,1,예약진료시 예약한 시간이 의미가 없음
,1,13시 예약이면 30분정도 더 기다리는 것은 보통이다
,1,이거는 어는 정도 이해할수 있으나 원내약국에서 약 받으려면 30분이상 걸림
,1,안에 약사분들은 많은데 항상 오래 걸림 원외 약국은 1~20분 이내로 받을 수 있음
,1,대학병원 시스템이 아닌거 같음
,1,항상 느끼는건데 원내약국은 개선이 필요함
,1,건강검진 올해 마감됐으면 홈페이지에 써놓던가 20분 걸려서 전화하니까 마감되었다고 하고 띡
마크69,4,넓은공간 편한인테리어 3층까지 되어있는 곳
마크69,4,미팅하기 좋은 곳이라고해서 일부러 찾아왔지만 미팅하기 좋은 공간은 아닌듯~ 성수동의 트랜디한 카페 근데 모기가 너무 많다 ㅜ
,4,재미있는 공간이었습니다
,4,개인적으로 전직 서점주인이라 그러지 서재느낌을 넣으셨는데 상단빈곳이 눈에거슬리더군요
,4,이층에서 바라본 서재에 쌓인 먼지들은 좀 안타까웠습니다
,4,분위기나 공간의 느낌은 아주 좋았습니다
